SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT,SAMPLE_ID_ÉCHANTILLON,MEAS_LAB_BATCH_ID
"ON02IS5432","2016-08-13 12:00","S.SURFACE","0","-0.03","","0.037","0.011","0.036","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0024",""
"ON02IS5158","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.061","0.018","0.061","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0026",""
"ON02IS5437","2016-08-07 08:00","S.SURFACE","0","-0.03","<","0.053","0.016","0.053","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0030",""
"ON02IS5417","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.054","0.016","0.054","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0032",""
"ON02IS5418","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.042","0.012","0.042","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0033",""
"ON02IS5419","2016-08-11 22:30","S.SURFACE","0","-0.03","","0.039","0.01","0.034","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0034",""
"ON02IS5422","2016-08-07 21:30","S.SURFACE","0","-0.03","<","0.045","0.014","0.045","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0036",""
"ON02IS5028","2016-08-11 17:00","S.SURFACE","0","-0.03","<","0.046","0.014","0.046","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0038",""
"ON02IS9321","2016-08-11 10:00","S.SURFACE","0","-0.03","","0.048","0.013","0.042","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0040",""
"ON02IS5425","2016-08-08 15:45","S.SURFACE","0","-0.03","<","0.051","0.015","0.051","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0042",""
"ON02IS5031","2016-08-08 09:00","S.SURFACE","0","-0.03","<","0.05","0.015","0.05","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0043",""
"ON02IS5044","2016-08-11 20:00","S.SURFACE","0","-0.03","<","0.059","0.018","0.059","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0044",""
"ON02IS5092","2016-08-12 12:00","S.SURFACE","0","-0.03","<","0.042","0.012","0.042","39754","NG/G","HEPTACHLOR EPOXIDE (B) OU CIS","HEPTACHLOR ÉPOXYDE (B)","P","2016-ON0249-0046",""
"ON02IS5450","2016-08-03 19:55","S.SURFACE","0","-0.03","<","0.053","0.016","0.053","39755","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P","2016-ON0249-0001",""
"ON02IS5455","2016-08-03 23:00","S.SURFACE","0","-0.03","<","0.069","0.021","0.069","39755","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P","2016-ON0249-0002",""
"ON02IS5449","2016-08-04 03:00","S.SURFACE","0","-0.03","<","0.062","0.019","0.062","39755","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P","2016-ON0249-0003",""
"ON02IS5451","2016-08-04 06:00","S.SURFACE","0","-0.03","<","0.04","0.012","0.04","39755","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P","2016-ON0249-0004",""
